,script_len,char_per_line,if_freq,false_freq,true_freq,whitesp_freq,lines_100,return_freq,var_freq,this_freq,toString_freq,eval_freq,comment_amount,words_count,vowel_freq,non_read_freq,scr_entropy,str_enc_freq,file_name
398,31029,31029.0,0.011804721888755502,0.0,0.0,0.008508169776660543,1.0,0.020808323329331732,0.015406162464985995,0.0,0.0006002400960384153,0.0,0,4998,0.08205227367946115,0.6282832189242322,5.019351949688824,0.13477714396209997,286.txt
399,10485,10485.0,0.011968085106382979,0.0,0.0,0.008583690987124463,1.0,0.0199468085106383,0.03723404255319149,0.0,0.0019946808510638296,0.0,0,1504,0.0887935145445875,0.6259418216499761,5.223763258196549,0.11216022889842632,1264.txt
400,10731,10731.0,0.017707362534948742,0.0,0.0,0.008946044171093095,1.0,0.034482758620689655,0.03168685927306617,0.0,0.0009319664492078285,0.0,0,1073,0.09663591463982854,0.54337899543379,5.546515711154846,0.06038579815487839,1098.txt
401,18967,18967.0,0.011554621848739496,0.0,0.0,0.009331997680181368,1.0,0.0351890756302521,0.023109243697478993,0.0,0.0015756302521008404,0.0,0,1904,0.10360099119523383,0.560447092318237,5.584495659437339,0.05799546580903675,971.txt
402,11991,11991.0,0.013776337115072933,0.0,0.0,0.0055041280960720545,1.0,0.01539708265802269,0.03079416531604538,0.0,0.0008103727714748784,0.0,0,1234,0.09457092819614711,0.5993661913101492,5.382163004166716,0.06896839296138771,806.txt
403,56438,56438.0,0.008928571428571428,0.0,0.00033068783068783067,0.007494950210850845,1.0,0.025297619047619048,0.0205026455026455,0.00033068783068783067,0.0006613756613756613,0.0,0,6048,0.10827811049293029,0.6275559020518091,5.221327292653589,0.07757184875438534,364.txt
404,21469,21469.0,0.013368983957219251,0.0,0.0,0.006241557594671387,1.0,0.013368983957219251,0.019162210338680926,0.0,0.000445632798573975,0.0,0,2244,0.08416786995202385,0.6211281382458429,5.369605908829481,0.07066002142624249,141.txt
405,227599,227599.0,0.010734652801073465,4.1932237504193224e-05,8.386447500838645e-05,0.005694225370058744,1.0,0.022433747064743374,0.013208654813820865,4.1932237504193224e-05,4.1932237504193224e-05,4.1932237504193224e-05,1,23848,0.07945553363591229,0.6750600837437775,5.205702707534295,0.07971036779599207,168.txt
406,4404,4404.0,0.020361990950226245,0.0,0.0022624434389140274,0.008855585831062671,1.0,0.027149321266968326,0.05429864253393665,0.0,0.0022624434389140274,0.0,0,442,0.10899182561307902,0.5549500454132607,5.6220890971758095,0.057674841053587646,162.txt
407,38743,38743.0,0.021255561047948592,0.0,0.0,0.0053687117672869935,1.0,0.01754819574888779,0.016559565002471577,0.0,0.0004943153732081067,0.0004943153732081067,0,4046,0.07944660971014118,0.6366053222517616,5.2772856959257535,0.07627184265544744,490.txt
408,67274,11212.333333333334,0.026615969581749048,0.0,0.00013579576317218902,0.004563427178404733,0.3333333333333333,0.008826724606192287,0.017653449212384573,0.0,0.00027159152634437803,0.0,5,7364,0.09153610607366888,0.6127775960995333,5.119145840161497,0.08402949133394774,326.txt
